GEO,SAT_NAME,ACCESS_START,ACCESS_END,DURATION,DURATION_SECONDS,LAT,LON
22N152E,CAPELLA-2,2023-02-01 03:44:00,2023-02-01 03:52:00,0 days 00:08:00,480.0,22,-152
22N152E,CAPELLA-2,2023-02-01 05:20:00,2023-02-01 05:30:00,0 days 00:10:00,600.0,22,-152
22N152E,CAPELLA-2,2023-02-01 06:58:00,2023-02-01 07:05:00,0 days 00:07:00,420.0,22,-152
22N152E,CAPELLA-2,2023-02-01 18:39:00,2023-02-01 18:45:00,0 days 00:06:00,360.0,22,-152
22N152E,CAPELLA-2,2023-02-01 20:13:00,2023-02-01 20:24:00,0 days 00:11:00,660.0,22,-152
22N152E,CAPELLA-2,2023-02-01 21:52:00,2023-02-01 22:00:00,0 days 00:08:00,480.0,22,-152
22N152E,CAPELLA-2,2023-02-02 02:49:00,2023-02-02 02:54:00,0 days 00:05:00,300.0,22,-152
22N152E,CAPELLA-2,2023-02-02 04:24:00,2023-02-02 04:34:00,0 days 00:10:00,600.0,22,-152
22N152E,CAPELLA-2,2023-02-02 06:01:00,2023-02-02 06:10:00,0 days 00:09:00,540.0,22,-152
22N152E,CAPELLA-2,2023-02-02 19:18:00,2023-02-02 19:28:00,0 days 00:10:00,600.0,22,-152
22N152E,CAPELLA-2,2023-02-02 20:55:00,2023-02-02 21:04:00,0 days 00:09:00,540.0,22,-152
22N152E,CAPELLA-2,2023-02-02 22:36:00,2023-02-02 22:39:00,0 days 00:03:00,180.0,22,-152
22N152E,CAPELLA-2,2023-02-03 01:54:00,2023-02-03 01:56:00,0 days 00:02:00,120.0,22,-152
22N152E,CAPELLA-2,2023-02-03 03:28:00,2023-02-03 03:37:00,0 days 00:09:00,540.0,22,-152
22N152E,CAPELLA-2,2023-02-03 05:04:00,2023-02-03 05:14:00,0 days 00:10:00,600.0,22,-152
22N152E,CAPELLA-2,2023-02-03 18:22:00,2023-02-03 18:31:00,0 days 00:09:00,540.0,22,-152
22N152E,CAPELLA-2,2023-02-03 19:57:00,2023-02-03 20:08:00,0 days 00:11:00,660.0,22,-152
22N152E,CAPELLA-2,2023-02-03 21:37:00,2023-02-03 21:43:00,0 days 00:06:00,360.0,22,-152
22N152E,CAPELLA-2,2023-02-04 02:32:00,2023-02-04 02:40:00,0 days 00:08:00,480.0,22,-152
22N152E,CAPELLA-2,2023-02-04 04:07:00,2023-02-04 04:18:00,0 days 00:11:00,660.0,22,-152
22N152E,CAPELLA-2,2023-02-04 05:46:00,2023-02-04 05:52:00,0 days 00:06:00,360.0,22,-152
22N152E,CAPELLA-2,2023-02-04 17:26:00,2023-02-04 17:33:00,0 days 00:07:00,420.0,22,-152
22N152E,CAPELLA-2,2023-02-04 19:00:00,2023-02-04 19:11:00,0 days 00:11:00,660.0,22,-152
22N152E,CAPELLA-2,2023-02-04 20:39:00,2023-02-04 20:47:00,0 days 00:08:00,480.0,22,-152
22N152E,CAPELLA-2,2023-02-05 01:35:00,2023-02-05 01:41:00,0 days 00:06:00,360.0,22,-152
22N152E,CAPELLA-2,2023-02-05 03:10:00,2023-02-05 03:20:00,0 days 00:10:00,600.0,22,-152
22N152E,CAPELLA-2,2023-02-05 04:47:00,2023-02-05 04:56:00,0 days 00:09:00,540.0,22,-152
22N152E,CAPELLA-2,2023-02-05 18:03:00,2023-02-05 18:13:00,0 days 00:10:00,600.0,22,-152
22N152E,CAPELLA-2,2023-02-05 19:40:00,2023-02-05 19:49:00,0 days 00:09:00,540.0,22,-152
22N152E,CAPELLA-2,2023-02-05 21:22:00,2023-02-05 21:23:00,0 days 00:01:00,60.0,22,-152
22N152E,CAPELLA-2,2023-02-06 00:38:00,2023-02-06 00:41:00,0 days 00:03:00,180.0,22,-152
22N152E,CAPELLA-2,2023-02-06 02:13:00,2023-02-06 02:22:00,0 days 00:09:00,540.0,22,-152
22N152E,CAPELLA-2,2023-02-06 03:49:00,2023-02-06 03:59:00,0 days 00:10:00,600.0,22,-152
22N152E,CAPELLA-2,2023-02-06 17:05:00,2023-02-06 17:14:00,0 days 00:09:00,540.0,22,-152
22N152E,CAPELLA-2,2023-02-06 18:41:00,2023-02-06 18:51:00,0 days 00:10:00,600.0,22,-152
22N152E,CAPELLA-2,2023-02-06 20:21:00,2023-02-06 20:26:00,0 days 00:05:00,300.0,22,-152
22N152E,CAPELLA-2,2023-02-07 01:15:00,2023-02-07 01:23:00,0 days 00:08:00,480.0,22,-152
22N152E,CAPELLA-2,2023-02-07 02:50:00,2023-02-07 03:01:00,0 days 00:11:00,660.0,22,-152
22N152E,CAPELLA-2,2023-02-07 04:29:00,2023-02-07 04:35:00,0 days 00:06:00,360.0,22,-152
22N152E,CAPELLA-2,2023-02-07 16:08:00,2023-02-07 16:14:00,0 days 00:06:00,360.0,22,-152
22N152E,CAPELLA-2,2023-02-07 17:42:00,2023-02-07 17:53:00,0 days 00:11:00,660.0,22,-152
22N152E,CAPELLA-2,2023-02-07 19:20:00,2023-02-07 19:28:00,0 days 00:08:00,480.0,22,-152
22N152E,CAPELLA-2,2023-02-08 00:16:00,2023-02-08 00:22:00,0 days 00:06:00,360.0,22,-152
22N152E,CAPELLA-2,2023-02-08 01:51:00,2023-02-08 02:02:00,0 days 00:11:00,660.0,22,-152
22N152E,CAPELLA-2,2023-02-08 03:28:00,2023-02-08 03:37:00,0 days 00:09:00,540.0,22,-152
22N152E,CAPELLA-2,2023-02-08 16:43:00,2023-02-08 16:53:00,0 days 00:10:00,600.0,22,-152
22N152E,CAPELLA-2,2023-02-08 18:20:00,2023-02-08 18:29:00,0 days 00:09:00,540.0,22,-152
22N152E,CAPELLA-2,2023-02-08 20:01:00,2023-02-08 20:02:00,0 days 00:01:00,60.0,22,-152
22N152E,CAPELLA-2,2023-02-08 23:18:00,2023-02-08 23:20:00,0 days 00:02:00,120.0,22,-152
